lectin_id,pdb,protein_name,uniprot,origin,species,species_id,fold,class,family,resolution,ligand,monosac,iupac,glycoct,glytoucan_id,timestamp_download
538,1EO8,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],P03437,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,2.8,,,,,,2026-01-06T19:41:38Z
539,1EPW,Botulinum neurotoxin type B (BoNT/B) (Bontoxilysin-B) [Cleaved into: Botulinum neurotoxin B light chain (LC) (EC 3.4.24.69); Botulinum neurotoxin B heavy chain (HC)],P10844,Bacterial lectins,Clostridium botulinum,181,b-trefoil,Clostridial toxin,BoNT/B,1.9,,,,,,2026-01-06T19:41:38Z
540,1ESL,E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E),P16581,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,E-selectin,2.0,,,,,,2026-01-06T19:41:38Z
541,1F31,Botulinum neurotoxin type B (BoNT/B) (Bontoxilysin-B) [Cleaved into: Botulinum neurotoxin B light chain (LC) (EC 3.4.24.69); Botulinum neurotoxin B heavy chain (HC)],P10844,Bacterial lectins,Clostridium botulinum,181,b-trefoil,Clostridial toxin,BoNT/B,2.6,aNeuAc23bGal14Glc,"D-Galp, D-Glcp, D-Neup5Ac",NeuAc(a2-3)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
4s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+2)3d
3:3d(5+1)4n",G56516VH,2026-01-06T19:41:38Z
542,1F9K,Winged bean acidic lectin (Fragment),Q9SM56,Plant lectins,Psophocarpus tetragonolobus,184,b-sandwich / ConA-like,L-type (legume lectin),WBA-II,3.0,aGalOMe,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
543,1FAT,Leucoagglutinating phytohemagglutinin (PHA-L),P05087,Plant lectins,Phaseolus vulgaris,186,b-sandwich / ConA-like,L-type (legume lectin),"PHA-E,  PHA-L",2.8,,,,,,2026-01-06T19:41:38Z
544,1FAY,Winged bean acidic lectin (Fragment),Q9SM56,Plant lectins,Psophocarpus tetragonolobus,184,b-sandwich / ConA-like,L-type (legume lectin),WBA-II,3.3,aGalOMe,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
545,1FGB,Cholera enterotoxin subunit B (Cholera enterotoxin B chain) (Cholera enterotoxin gamma chain) (Choleragenoid),P01556,Bacterial lectins,Vibrio cholerae,151,a/b OB-fold,Cholera toxin like AB5,"LTB, CTB, CFXB",2.4,,,,,,2026-01-06T19:41:38Z
547,1FNY,Bark agglutinin I polypeptide A (LECRPA1) (RPbAI),Q41159,Plant lectins,Robinia pseudoacacia,189,b-sandwich / ConA-like,L-type (legume lectin),RPbAI,1.81,,,,,,2026-01-06T19:41:38Z
548,1FNZ,Bark agglutinin I polypeptide A (LECRPA1) (RPbAI),Q41159,Plant lectins,Robinia pseudoacacia,189,b-sandwich / ConA-like,L-type (legume lectin),RPbAI,2.05,aGalNAcOMe,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
549,1FV2,Tetanus toxin (EC 3.4.24.68) (Tentoxylysin) [Cleaved into: Tetanus toxin light chain (Tetanus toxin chain L); Tetanus toxin heavy chain (Tetanus toxin chain H)],P04958,Bacterial lectins,Clostridium tetani,103,b-trefoil,Clostridial toxin,TeNT,2.5,GT1b ganglioside analogue,"D-Galp, D-GalpNAc, D-Glcp, D-Neup5Ac",NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4)[NeuAc(a2-8)NeuAc(a2-3)]Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
4s:n-acetyl
5b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
6s:n-acetyl
7b:b-dgal-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
11s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+2)3d
3:3d(5+1)4n
4:3o(8+2)5d
5:5d(5+1)6n
6:2o(4+1)7d
7:7d(2+1)8n
8:7o(3+1)9d
9:9o(3+2)10d
10:10d(5+1)11n",G05952XV,2026-01-06T19:41:38Z
550,1FV3,Tetanus toxin (EC 3.4.24.68) (Tentoxylysin) [Cleaved into: Tetanus toxin light chain (Tetanus toxin chain L); Tetanus toxin heavy chain (Tetanus toxin chain H)],P04958,Bacterial lectins,Clostridium tetani,103,b-trefoil,Clostridial toxin,TeNT,2.3,GT1b ganglioside analogue,"D-Galp, D-GalpNAc, D-Glcp, D-Neup5Ac",NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4)[NeuAc(a2-8)NeuAc(a2-3)]Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
4s:n-acetyl
5b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
6s:n-acetyl
7b:b-dgal-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
11s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+2)3d
3:3d(5+1)4n
4:3o(8+2)5d
5:5d(5+1)6n
6:2o(4+1)7d
7:7d(2+1)8n
8:7o(3+1)9d
9:9o(3+2)10d
10:10d(5+1)11n",G05952XV,2026-01-06T19:41:38Z
551,1FWU,Macrophage mannose receptor 1 (MMR) (CD antigen CD206),Q61830,Animal lectins,Mus musculus,167,b-trefoil,Cys-rich man-receptor,Cys-rich domain man-receptor,1.9,3SO4-bGal14(aFuc13)GlcNAC,"D-Galp, D-GlcpNAc, L-Fucp",Gal(b1-4)[Fuc(a1-3)]GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-lgal-HEX-1:5|6:d
4b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(4+1)4d",G01187XC,2026-01-06T19:41:38Z
552,1FWV,Macrophage mannose receptor 1 (MMR) (CD antigen CD206),Q61830,Animal lectins,Mus musculus,167,b-trefoil,Cys-rich man-receptor,Cys-rich domain man-receptor,2.2,3SO4-bGal14(aFuc13)GlcNAc,"D-Galp, D-GlcpNAc, L-Fucp",Gal(b1-4)[Fuc(a1-3)]GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-lgal-HEX-1:5|6:d
4b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(4+1)4d",G01187XC,2026-01-06T19:41:38Z
553,1FX5,Anti-H(O) lectin 1 (Anti-H(O) lectin I) (UEA-I),P22972,Plant lectins,Ulex europaeus,170,b-sandwich / ConA-like,L-type (legume lectin),UEA-1,2.2,,,,,,2026-01-06T19:41:38Z
554,1FYU,Lectin (ECorL),P16404,Plant lectins,Erythrina corallodendron,115,b-sandwich / ConA-like,L-type (legume lectin),EcorL and ECL,2.6,lactose,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
555,1G1Q,P-selectin (CD62 antigen-like family member P) (Granule membrane protein 140) (GMP-140) (Leukocyte-endothelial cell adhesion molecule 3) (LECAM3) (Platelet activation dependent granule-external membrane protein) (PADGEM) (CD antigen CD62P),P16109,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,P-selectin,2.4,,,,,,2026-01-06T19:41:38Z
556,1G1R,P-selectin (CD62 antigen-like family member P) (Granule membrane protein 140) (GMP-140) (Leukocyte-endothelial cell adhesion molecule 3) (LECAM3) (Platelet activation dependent granule-external membrane protein) (PADGEM) (CD antigen CD62P),P16109,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,P-selectin,3.4,aNeuAc23bGal14(aFuc13)GlcNAc,"D-Galp, D-GlcpNAc, D-Neup5Ac, L-Fucp",NeuAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-lgal-HEX-1:5|6:d
4b:b-dgal-HEX-1:5
5b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
6s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(4+1)4d
4:4o(3+2)5d
5:5d(5+1)6n",G90387AM,2026-01-06T19:41:38Z
557,1G1S,P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162),P16109,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,P-selectin,1.9,Psgl-1 peptide,"D-Galp, D-GalpNAc, D-GlcpNAc, D-Neup5Ac, L-Fucp",NeuAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:a-lgal-HEX-1:5|6:d
7b:b-dgal-HEX-1:5
8b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
9s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(3+1)6d
6:4o(4+1)7d
7:7o(3+2)8d
8:8d(5+1)9n",G29014XV,2026-01-06T19:41:38Z
558,1G1T,E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E),P16581,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,E-selectin,1.5,aNeuAc23bGal14(aFuc13)GlcNAc,"D-Galp, D-GlcpNAc, D-Neup5Ac, L-Fucp",NeuAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-lgal-HEX-1:5|6:d
4b:b-dgal-HEX-1:5
5b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
6s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(4+1)4d
4:4o(3+2)5d
5:5d(5+1)6n",G90387AM,2026-01-06T19:41:38Z
559,1G7Y,Lectin DB58 [Cleaved into: Lectin DB58 subunit alpha; Lectin DB58 subunit beta],P19588,Plant lectins,Dolichos biflorus (Vigna unguiculata),128,b-sandwich / ConA-like,L-type (legume lectin),Dolichos biflorus DBL and DB59,2.5,,,,,,2026-01-06T19:41:38Z
560,1G86,Galectin-10 (Gal-10) (Charcot-Leyden crystal protein) (CLC) (Eosinophil lysophospholipase) (Lysolecithin acylhydrolase),Q05315,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-10 (Charcot-Leyden crystal protein),1.8,N-ethylmaleimide,,,,,2026-01-06T19:41:38Z
561,1G8W,Leucoagglutinating phytohemagglutinin (PHA-L),P05087,Plant lectins,Phaseolus vulgaris,186,b-sandwich / ConA-like,L-type (legume lectin),"PHA-E,  PHA-L",2.8,,,,,,2026-01-06T19:41:38Z
562,1G8Z,Cholera enterotoxin subunit B (Cholera enterotoxin B chain) (Cholera enterotoxin gamma chain) (Choleragenoid),P01556,Bacterial lectins,Vibrio cholerae,151,a/b OB-fold,Cholera toxin like AB5,"LTB, CTB, CFXB",2.0,Gal,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
563,1G9F,Lectin (Agglutinin) (SBA),P05046,Plant lectins,Glycine max,194,b-sandwich / ConA-like,L-type (legume lectin),SBA,2.5,bGal14bGlcNAc12(bGal14bGlcNAc14)Gal,"D-Galp, D-GlcpNAc",Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)]Gal,"RES
1b:x-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3s:n-acetyl
4b:b-dgal-HEX-1:5
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dgal-HEX-1:5
LIN
1:1o(2+1)2d
2:2d(2+1)3n
3:2o(4+1)4d
4:1o(3+1)5d
5:5d(2+1)6n
6:5o(4+1)7d",G32648VR,2026-01-06T19:41:38Z
564,1GAN,Galectin-1 (Gal-1),P56217,Animal lectins,Bufo arenarum,99,b-sandwich / ConA-like,galectin-like,toad galectin,2.23,GalNAc,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
565,1GGP,Sugar binding protein,Q7SIF1,Plant lectins,Trichosanthes kirilowii,196,b-trefoil,Ricin-like,TKL-1,2.7,,,,,,2026-01-06T19:41:38Z
566,1GIC,Concanavalin-A (Con A),P02866,Plant lectins,Canavalia ensiformis,113,b-sandwich / ConA-like,L-type (legume lectin),ConA and related,2.0,aGlcOMe,D-Glcp,Glc,"RES
1b:x-dglc-HEX-1:5",G15021LG,2026-01-06T19:41:38Z
567,1GKB,Concanavalin-A (Con A),P02866,Plant lectins,Canavalia ensiformis,113,b-sandwich / ConA-like,L-type (legume lectin),ConA and related,1.56,,,,,,2026-01-06T19:41:38Z
568,1GNH,C-reactive protein [Cleaved into: C-reactive protein(1-205)],P02741,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,Pentraxin,C-reactive protein,3.0,,,,,,2026-01-06T19:41:38Z
569,1GNZ,GSI-B4 isolectin (Fragment),Q8W1R6,Plant lectins,Griffonia simplicifolia (Bandeiraea simplicifolia),198,b-sandwich / ConA-like,L-type (legume lectin),GSL-I,2.5,,,,,,2026-01-06T19:41:38Z
570,1GSL,Lectin-4 (GS4) (Lectin IV),P24146,Plant lectins,Griffonia simplicifolia (Bandeiraea simplicifolia),198,b-sandwich / ConA-like,L-type (legume lectin),GSL-IV,2.0,aFuc12bGal14(aFuc13)GlcNAc,"D-Galp, D-GlcpNAc, L-Fucp",Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-lgal-HEX-1:5|6:d
4b:b-dgal-HEX-1:5
5b:a-lgal-HEX-1:5|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(4+1)4d
4:4o(2+1)5d",G49963IQ,2026-01-06T19:41:38Z
571,1GV9,Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Lectin mannose-binding 1) (p58),Q62902,Animal lectins,Rattus norvegicus,110,b-sandwich / ConA-like,ERGIC-VIP L-type,ERGIC-53,1.46,,,,,,2026-01-06T19:41:38Z
572,1GZ9,Lectin (ECL),P83410,Plant lectins,Erythrina crista-galli,203,b-sandwich / ConA-like,L-type (legume lectin),EcorL and ECL,1.7,aFuc12bGal14Glc,"D-Galp, D-Glcp, L-Fucp",Fuc(a1-2)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-lgal-HEX-1:5|6:d
LIN
1:1o(4+1)2d
2:2o(2+1)3d",G10422IZ,2026-01-06T19:41:38Z
573,1GZC,Lectin (ECL),P83410,Plant lectins,Erythrina crista-galli,203,b-sandwich / ConA-like,L-type (legume lectin),EcorL and ECL,1.58,bGal14Glc,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
574,1GZT,Fucose-binding lectin PA-IIL,Q9HYN5,Bacterial lectins,Pseudomonas aeruginosa,206,b-sandwich / 2 calcium lectin,2 calcium lectin,"LecB / PA-IIL, RSIIL",1.3,aLFuc,L-Fucp,Fuc,"RES
1b:x-lgal-HEX-1:5|6:d",G82576YO,2026-01-06T19:41:38Z
575,1GZW,Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1),P09382,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-1,1.7,bGal14Glc,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
576,1H9P,Lectin alpha chain [Cleaved into: Lectin beta chain; Lectin gamma-1 chain; Lectin gamma-2 chain],P81637,Plant lectins,Dioclea guianensis,209,b-sandwich / ConA-like,L-type (legume lectin),ConA and related,2.0,,,,,,2026-01-06T19:41:38Z
577,1H9W,Lectin alpha chain [Cleaved into: Lectin beta chain; Lectin gamma-1 chain; Lectin gamma-2 chain],P81637,Plant lectins,Dioclea guianensis,209,b-sandwich / ConA-like,L-type (legume lectin),ConA and related,2.0,,,,,,2026-01-06T19:41:38Z
578,1HA0,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],P03437,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,2.8,,,,,,2026-01-06T19:41:38Z
579,1HAS,Serum amyloid P-component (Female protein) (FP) (SAP(FP)),P07629,Animal lectins,Mesocricetus auratus,211,b-sandwich / ConA-like,Pentraxin,Mesocricetus auratus,0.0,,,,,,2026-01-06T19:41:38Z
580,1HDK,Galectin-10 (Gal-10) (Charcot-Leyden crystal protein) (CLC) (Eosinophil lysophospholipase) (Lysolecithin acylhydrolase),Q05315,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-10 (Charcot-Leyden crystal protein),1.8,pCMBS,,,,,2026-01-06T19:41:38Z
581,1HEV,Pro-hevein (Major hevein) [Cleaved into: Hevein (allergen Hev b 6); Win-like protein],P02877,Plant lectins,Hevea brasiliensis,213,small protein / Knottin,hevein-like,Hevein,0.0,,,,,,2026-01-06T19:41:38Z
582,1HGD,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],P03438,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,2.7,,,,,,2026-01-06T19:41:38Z
583,1HGE,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],P03438,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,2.6,aNeuAcOme,D-Neup5Ac,NeuAc,"RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
LIN
1:1d(5+1)2n",G81533KY,2026-01-06T19:41:38Z
584,1HGF,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],P03438,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,3.0,,,,,,2026-01-06T19:41:38Z
585,1HGG,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],P03437,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,2.9,aNeuAc23Galb14Glc,"D-Galp, D-Glcp, D-Neup5Ac",NeuAc(a2-3)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
4s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+2)3d
3:3d(5+1)4n",G56516VH,2026-01-06T19:41:38Z
586,1HGH,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],P03438,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,2.7,aNeuAc-OMe,D-Neup5Ac,NeuAc,"RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
LIN
1:1d(5+1)2n",G81533KY,2026-01-06T19:41:38Z
587,1HGI,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],P03438,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,2.7,2-OMe-Neu4Ac5Ac,D-Neup5Ac,NeuAc,"RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
LIN
1:1d(5+1)2n",G81533KY,2026-01-06T19:41:38Z
588,1HGJ,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],P03438,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,2.7,9-amino-9-deoxy-aMeNeuAc,D-Neup5Ac,NeuAc,"RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
LIN
1:1d(5+1)2n",G81533KY,2026-01-06T19:41:38Z
590,1HJV,Chitinase-3-like protein 1 (39 kDa synovial protein) (Cartilage glycoprotein 39) (CGP-39) (GP-39) (hCGP-39) (YKL-40),P36222,Animal lectins,Homo sapiens,97,a/b barrel / TIM,chi-lectin (TIM),Hcgp-39,2.75,bGlcNAc14bGlcNAc14bGlcNAc14GlcNAc,D-GlcpNAc,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dglc-HEX-1:5
8s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7d(2+1)8n",G98511QW,2026-01-06T19:41:38Z
591,1HJW,Chitinase-3-like protein 1 (39 kDa synovial protein) (Cartilage glycoprotein 39) (CGP-39) (GP-39) (hCGP-39) (YKL-40),P36222,Animal lectins,Homo sapiens,97,a/b barrel / TIM,chi-lectin (TIM),Hcgp-39,2.3,chito-octasaccharide,D-GlcpNAc,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dglc-HEX-1:5
14s:n-acetyl
15b:b-dglc-HEX-1:5
16s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:15d(2+1)16n",G92110HD,2026-01-06T19:41:38Z
592,1HJX,Chitinase-3-like protein 1 (39 kDa synovial protein) (Cartilage glycoprotein 39) (CGP-39) (GP-39) (hCGP-39) (YKL-40),P36222,Animal lectins,Homo sapiens,97,a/b barrel / TIM,chi-lectin (TIM),Hcgp-39,1.85,,,,,,2026-01-06T19:41:38Z
593,1HKD,Lectin [Cleaved into: Lectin beta chain; Lectin alpha chain],P02867,Plant lectins,Pisum sativum,133,b-sandwich / ConA-like,L-type (legume lectin),"favin, LOL, pea, lens",2.09,aGlcOMe,D-Glcp,Glc,"RES
1b:x-dglc-HEX-1:5",G15021LG,2026-01-06T19:41:38Z
594,1HLC,Galectin-2 (Gal-2) (Beta-galactoside-binding lectin L-14-II) (HL14) (Lactose-binding lectin 2) (S-Lac lectin 2),P05162,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-2,2.9,bGal14Glc,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
595,1HQL,GSI-B4 isolectin (Fragment),Q8W1R6,Plant lectins,Griffonia simplicifolia (Bandeiraea simplicifolia),198,b-sandwich / ConA-like,L-type (legume lectin),GSL-I,2.2,aGal13bGalOMe,D-Galp,Gal(a1-3)Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
LIN
1:1o(3+1)2d",G78260AJ,2026-01-06T19:41:38Z
596,1HQW,Concanavalin-A (Con A),P02866,Plant lectins,Canavalia ensiformis,113,b-sandwich / ConA-like,L-type (legume lectin),ConA and related,2.4,Tripeptide YPY,,,,,2026-01-06T19:41:38Z
597,1HTM,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],P03437,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,2.5,,,,,,2026-01-06T19:41:38Z
598,1HTN,Tetranectin (TN) (C-type lectin domain family 3 member B) (Plasminogen kringle 4-binding protein),P05452,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,tetranectin,2.8,,,,,,2026-01-06T19:41:38Z
599,1HUP,Mannose-binding protein C (MBP-C) (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin),P11226,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,MBP,2.5,,,,,,2026-01-06T19:41:38Z
600,1HWM,rRNA N-glycosidase (EC 3.2.2.22),Q9AVR2,Plant lectins,Sambucus ebulus,220,b-trefoil,Ricin-like,SNA-II,2.8,Gal,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
601,1HWN,rRNA N-glycosidase (EC 3.2.2.22),Q9AVR2,Plant lectins,Sambucus ebulus,220,b-trefoil,Ricin-like,SNA-II,2.8,Gal,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
602,1HWO,rRNA N-glycosidase (EC 3.2.2.22),Q9AVR2,Plant lectins,Sambucus ebulus,220,b-trefoil,Ricin-like,SNA-II,2.9,bGal14Glc,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
603,1HWP,rRNA N-glycosidase (EC 3.2.2.22),Q9AVR2,Plant lectins,Sambucus ebulus,220,b-trefoil,Ricin-like,SNA-II,3.1,Gal,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
